"X","SITE","Richardson_Slope","GEBCO_slope","resid","predict_steep","ISLAND","REGION"
550,"AGU-00100",12.44743456,11.8517112731934,0.595723286806599,"Steep","Aguijan","S.MARIAN"
551,"AGU-00078",12.94057,4.7594141960144,8.1811558039856,"Steep","Aguijan","S.MARIAN"
552,"AGU-00118",20.37300542,19.0697390238444,1.3032663961556,"Steep","Aguijan","S.MARIAN"
553,"AGU-00086",13.34551156,11.7308068275452,1.6147047324548,"Steep","Aguijan","S.MARIAN"
554,"AGU-00095",9.926812726,7.50964498519897,2.41716774080103,"Shallow","Aguijan","S.MARIAN"
555,"AGU-00075",12.1311813,9.80960241953532,2.32157888046468,"Steep","Aguijan","S.MARIAN"
556,"AGU-00096",16.92378847,15.6073265075684,1.3164619624316,"Steep","Aguijan","S.MARIAN"
557,"AGU-00066",14.04140726,8.59327173233032,5.44813552766968,"Steep","Aguijan","S.MARIAN"
558,"AGU-00114",18.16726168,19.6346883773804,-1.4674266973804,"Steep","Aguijan","S.MARIAN"
559,"AGU-00105",10.48120012,8.97942638397217,1.50177373602783,"Steep","Aguijan","S.MARIAN"
560,"AGU-00064",12.19378951,3.1480525135994,9.0457369964006,"Steep","Aguijan","S.MARIAN"
561,"GUA-00140",7.154015705,7.53452384471893,-0.38050813971893,"Shallow","Guam","S.MARIAN"
562,"GUA-00617",6.550536544,2.66452646255493,3.88601008144507,"Shallow","Guam","S.MARIAN"
563,"GUA-00189",7.057690998,3.70377373695373,3.35391726104627,"Shallow","Guam","S.MARIAN"
564,"GUA-00083",6.637475883,7.109699010849,-0.472223127849,"Shallow","Guam","S.MARIAN"
565,"GUA-00348",6.555774603,7.59291934967041,-1.03714474667041,"Shallow","Guam","S.MARIAN"
566,"GUA-00488",14.78657436,10.5416741371155,4.2449002228845,"Steep","Guam","S.MARIAN"
567,"GUA-00436",6.32732034,4.06671571731567,2.26060462268433,"Shallow","Guam","S.MARIAN"
568,"GUA-00595",7.782323359,3.01784110069275,4.76448225830725,"Shallow","Guam","S.MARIAN"
569,"GUA-00129",12.89617635,10.6831068992615,2.2130694507385,"Steep","Guam","S.MARIAN"
570,"GUA-00269",6.198160438,7.54764747619629,-1.34948703819629,"Shallow","Guam","S.MARIAN"
571,"GUA-00107",9.777783885,13.4491100311279,-3.6713261461279,"Shallow","Guam","S.MARIAN"
572,"GUA-00241",13.36495356,13.6553976535797,-0.290444093579699,"Steep","Guam","S.MARIAN"
573,"GUA-00153",10.87177853,13.5093541145325,-2.6375755845325,"Steep","Guam","S.MARIAN"
574,"GUA-00253",5.27094038,5.65863609313965,-0.38769571313965,"Shallow","Guam","S.MARIAN"
575,"GUA-00607",8.187102312,8.48719215393066,-0.30008984193066,"Shallow","Guam","S.MARIAN"
576,"GUA-00126",4.986798672,5.05638551712036,-0.0695868451203605,"Shallow","Guam","S.MARIAN"
577,"GUA-00527",5.487584235,7.28510284423828,-1.79751860923828,"Shallow","Guam","S.MARIAN"
578,"GUA-00343",9.02390243,8.45556831359863,0.56833411640137,"Shallow","Guam","S.MARIAN"
579,"GUA-00470",4.90814951,12.2561359405518,-7.3479864305518,"Shallow","Guam","S.MARIAN"
580,"GUA-00228",12.27563866,13.6924524307251,-1.4168137707251,"Steep","Guam","S.MARIAN"
581,"GUA-00644",7.703728682,9.60093975067139,-1.89721106867139,"Shallow","Guam","S.MARIAN"
582,"GUA-00552",8.032097807,13.945216178894,-5.913118371894,"Shallow","Guam","S.MARIAN"
583,"GUA-00600",14.13650743,12.2107434272766,1.9257640027234,"Steep","Guam","S.MARIAN"
584,"GUA-00165",14.86305472,9.15390827258428,5.70914644741572,"Steep","Guam","S.MARIAN"
585,"GUA-00117",14.18597167,12.3238039016724,1.8621677683276,"Steep","Guam","S.MARIAN"
586,"GUA-00390",7.678076208,10.2129583358765,-2.5348821278765,"Shallow","Guam","S.MARIAN"
587,"GUA-00391",5.98082408,9.10914158821106,-3.12831750821106,"Shallow","Guam","S.MARIAN"
588,"GUA-00367",5.392515945,10.3544572194417,-4.9619412744417,"Shallow","Guam","S.MARIAN"
589,"GUA-00467",1.785254167,10.7169237136841,-8.9316695466841,"Shallow","Guam","S.MARIAN"
590,"GUA-00160",21.04717512,19.8987820943197,1.1483930256803,"Steep","Guam","S.MARIAN"
591,"GUA-00598",10.39702578,12.6041272481283,-2.2071014681283,"Steep","Guam","S.MARIAN"
592,"GUA-00326",16.65011831,14.9311263561249,1.7189919538751,"Steep","Guam","S.MARIAN"
593,"GUA-00634",10.1348775,13.8591623306274,-3.7242848306274,"Steep","Guam","S.MARIAN"
594,"GUA-00497",2.876402982,13.8599462509155,-10.9835432689155,"Shallow","Guam","S.MARIAN"
595,"GUA-00150",5.319061587,6.49214625358582,-1.17308466658582,"Shallow","Guam","S.MARIAN"
596,"GUA-00167",7.394548401,12.6813907623291,-5.2868423613291,"Shallow","Guam","S.MARIAN"
597,"GUA-00577",3.784490153,19.8079109191895,-16.0234207661895,"Shallow","Guam","S.MARIAN"
598,"GUA-00170",12.95702284,17.0778551101685,-4.1208322701685,"Steep","Guam","S.MARIAN"
599,"GUA-00582",4.969414027,17.2344236373901,-12.2650096103901,"Shallow","Guam","S.MARIAN"
600,"GUA-00478",4.229720921,11.9390697479248,-7.7093488269248,"Shallow","Guam","S.MARIAN"
601,"GUA-00395",12.26540552,14.5651156107585,-2.2997100907585,"Steep","Guam","S.MARIAN"
602,"GUA-00178",15.74307827,19.8987820943197,-4.1557038243197,"Steep","Guam","S.MARIAN"
603,"GUA-00500",23.04509545,19.8987820943197,3.1463133556803,"Steep","Guam","S.MARIAN"
604,"GUA-00147",18.79780003,20.6438668568929,-1.8460668268929,"Steep","Guam","S.MARIAN"
605,"GUA-00238",15.52645637,20.6527792612712,-5.1263228912712,"Steep","Guam","S.MARIAN"
606,"GUA-00260",17.3155453,19.1112117767334,-1.7956664767334,"Steep","Guam","S.MARIAN"
607,"GUA-00610",13.45377429,14.5651156107585,-1.1113413207585,"Steep","Guam","S.MARIAN"
608,"GUA-00090",10.26356563,16.0405855178833,-5.7770198878833,"Steep","Guam","S.MARIAN"
609,"GUA-00093",7.625445588,11.3812744617462,-3.7558288737462,"Shallow","Guam","S.MARIAN"
610,"GUA-00157",6.514636986,5.88694858551025,0.62768840048975,"Shallow","Guam","S.MARIAN"
611,"GUA-00219",8.325501548,15.9657254219055,-7.6402238739055,"Shallow","Guam","S.MARIAN"
612,"GUA-00197",6.361909398,10.1337738037109,-3.7718644057109,"Shallow","Guam","S.MARIAN"
613,"GUA-00503",7.240225031,12.0937280654907,-4.8535030344907,"Shallow","Guam","S.MARIAN"
614,"GUA-00203",7.768643176,9.92435312271118,-2.15570994671118,"Shallow","Guam","S.MARIAN"
615,"GUA-00498",2.312844919,11.7176175117493,-9.4047725927493,"Shallow","Guam","S.MARIAN"
616,"GUA-00099",6.881596802,14.231832186381,-7.350235384381,"Shallow","Guam","S.MARIAN"
617,"GUA-00097",7.424357532,12.4605619907379,-5.0362044587379,"Shallow","Guam","S.MARIAN"
618,"GUA-00294",8.885643501,11.7389589945475,-2.8533154935475,"Shallow","Guam","S.MARIAN"
619,"GUA-00569",9.189746084,12.3991432189941,-3.2093971349941,"Shallow","Guam","S.MARIAN"
620,"GUA-00358",11.02497499,13.3948881626129,-2.3699131726129,"Steep","Guam","S.MARIAN"
621,"GUA-00700",17.14260055,12.0539500713348,5.0886504786652,"Steep","Guam","S.MARIAN"
622,"GUA-00693",8.015490523,9.22663895289103,-1.21114842989103,"Shallow","Guam","S.MARIAN"
623,"GUA-00424",8.015490523,9.22663895289103,-1.21114842989103,"Shallow","Guam","S.MARIAN"
624,"GUA-00687",7.239131947,9.22663895289103,-1.98750700589103,"Shallow","Guam","S.MARIAN"
625,"GUA-00681",15.3027695,14.8526309331258,0.4501385668742,"Steep","Guam","S.MARIAN"
626,"GUA-00682",8.614329937,11.176021695137,-2.561691758137,"Shallow","Guam","S.MARIAN"
627,"GUA-00683",9.321110356,11.799885114034,-2.478774758034,"Shallow","Guam","S.MARIAN"
628,"GUA-00675",8.770549848,9.76547527313232,-0.994925425132321,"Shallow","Guam","S.MARIAN"
629,"GUA-00678",15.58555372,12.2142066955566,3.3713470244434,"Steep","Guam","S.MARIAN"
630,"GUA-00180",10.30477394,8.75807189941406,1.54670204058594,"Steep","Guam","S.MARIAN"
631,"GUA-00684",6.973912796,9.22663895289103,-2.25272615689103,"Shallow","Guam","S.MARIAN"
632,"GUA-00686",6.641563279,9.10914158821106,-2.46757830921106,"Shallow","Guam","S.MARIAN"
633,"GUA-00247",26.18451591,17.0979973475138,9.0865185624862,"Steep","Guam","S.MARIAN"
634,"GUA-00262",18.63500343,17.6726016998291,0.9624017301709,"Steep","Guam","S.MARIAN"
635,"GUA-00352",17.94027283,19.6923794746399,-1.7521066446399,"Steep","Guam","S.MARIAN"
636,"GUA-00438",14.87840475,6.78831054766973,8.09009420233027,"Steep","Guam","S.MARIAN"
637,"GUA-00311",13.35483807,10.1498867670695,3.2049513029305,"Steep","Guam","S.MARIAN"
638,"GUA-00638",11.56632198,8.7481997013092,2.8181222786908,"Steep","Guam","S.MARIAN"
639,"GUA-00380",10.14307947,12.3238039016724,-2.1807244316724,"Steep","Guam","S.MARIAN"
640,"GUA-00559",9.585586614,11.5214760303497,-1.9358894163497,"Shallow","Guam","S.MARIAN"
641,"GUA-00120",6.490281908,29.5604839324951,-23.0702020244951,"Shallow","Guam","S.MARIAN"
642,"GUA-00156",19.37839058,18.4847204685211,0.893670111478901,"Steep","Guam","S.MARIAN"
643,"GUA-00123",18.16123426,22.7891206741333,-4.6278864141333,"Steep","Guam","S.MARIAN"
644,"GUA-00401",7.431573592,10.8343019485474,-3.4027283565474,"Shallow","Guam","S.MARIAN"
645,"GUA-00267",7.12122081,19.161522547404,-12.040301737404,"Shallow","Guam","S.MARIAN"
646,"GUA-00490",4.899988046,10.2705373764038,-5.3705493304038,"Shallow","Guam","S.MARIAN"
647,"GUA-00177",8.706614523,8.91884469985962,-0.212230176859618,"Shallow","Guam","S.MARIAN"
648,"GUA-00138",7.754557251,18.4011337757111,-10.6465765247111,"Shallow","Guam","S.MARIAN"
649,"GUA-00255",18.24095379,19.3054647445679,-1.0645109545679,"Steep","Guam","S.MARIAN"
650,"GUA-00435",14.9445406,23.62087059021,-8.67632999021,"Steep","Guam","S.MARIAN"
651,"GUA-00554",19.20556927,25.5793495178223,-6.3737802478223,"Steep","Guam","S.MARIAN"
652,"GUA-00205",5.653582192,10.3184833526611,-4.6649011606611,"Shallow","Guam","S.MARIAN"
653,"GUA-00200",3.957061076,13.8241243362427,-9.8670632602427,"Shallow","Guam","S.MARIAN"
654,"GUA-00747",10.75050043,16.548828125,-5.798327695,"Steep","Guam","S.MARIAN"
655,"GUA-00213",8.269820176,16.6137609481812,-8.3439407721812,"Shallow","Guam","S.MARIAN"
656,"GUA-00729",10.94211363,15.4168338775635,-4.4747202475635,"Steep","Guam","S.MARIAN"
657,"GUA-00734",4.147053549,3.50672698020935,0.64032656879065,"Shallow","Guam","S.MARIAN"
658,"GUA-00299",5.373734306,4.77013492584229,0.603599380157711,"Shallow","Guam","S.MARIAN"
659,"GUA-00471",5.36782648,5.21438550949097,0.153440970509029,"Shallow","Guam","S.MARIAN"
660,"GUA-00113",5.200239356,4.83875942230225,0.36147993369775,"Shallow","Guam","S.MARIAN"
661,"GUA-00739",3.792192067,3.50672698020935,0.28546508679065,"Shallow","Guam","S.MARIAN"
662,"GUA-00746",3.693917905,3.22838234901428,0.46553555598572,"Shallow","Guam","S.MARIAN"
663,"GUA-00335",8.048859702,8.38300967216492,-0.334149970164921,"Shallow","Guam","S.MARIAN"
664,"GUA-00732",12.22108556,15.5212335586548,-3.3001479986548,"Steep","Guam","S.MARIAN"
665,"GUA-00752",8.198475389,16.6633669535319,-8.4648915645319,"Shallow","Guam","S.MARIAN"
666,"GUA-00492",9.220671605,14.4323978424072,-5.2117262374072,"Shallow","Guam","S.MARIAN"
667,"GUA-00755",5.706426834,6.32685041427612,-0.62042358027612,"Shallow","Guam","S.MARIAN"
668,"GUA-00176",4.239343996,3.70678353309631,0.53256046290369,"Shallow","Guam","S.MARIAN"
669,"GUA-00275",3.171717166,3.45931911468506,-0.28760194868506,"Shallow","Guam","S.MARIAN"
670,"GUA-00146",4.260888945,3.0642683506012,1.1966205943988,"Shallow","Guam","S.MARIAN"
671,"GUA-00306",2.683728047,3.70678353309631,-1.02305548609631,"Shallow","Guam","S.MARIAN"
672,"GUA-00647",5.362354711,5.65863609313965,-0.29628138213965,"Shallow","Guam","S.MARIAN"
673,"GUA-00122",5.707449569,5.65863609313965,0.0488134758603493,"Shallow","Guam","S.MARIAN"
674,"JOH-00221",8.991786629,22.7098992665609,-13.7181126375609,"Shallow","Johnston","PRIAs"
675,"JOH-00215",7.824864911,17.4381904602051,-9.6133255492051,"Shallow","Johnston","PRIAs"
676,"JOH-00205",6.645251826,11.9323606491089,-5.2871088231089,"Shallow","Johnston","PRIAs"
677,"JOH-00227",9.728119745,14.9062614440918,-5.1781416990918,"Shallow","Johnston","PRIAs"
678,"JOH-00219",8.86047979,14.9062614440918,-6.0457816540918,"Shallow","Johnston","PRIAs"
679,"JOH-00209",9.820357817,17.5355339050293,-7.7151760880293,"Shallow","Johnston","PRIAs"
680,"HOW-00187",14.75772114,11.8486442565918,2.9090768834082,"Steep","Howland","PRIAs"
681,"HOW-00161",13.79555401,10.7340002059937,3.0615538040063,"Steep","Howland","PRIAs"
682,"HOW-00155",42.53811723,19.7995942433675,22.7385229866325,"Steep","Howland","PRIAs"
683,"HOW-00133",38.65636527,20.5065679550171,18.1497973149829,"Steep","Howland","PRIAs"
684,"HOW-00177",38.73040241,23.8902797698975,14.8401226401025,"Steep","Howland","PRIAs"
685,"HOW-00172",39.67371257,20.8897768656413,18.7839357043587,"Steep","Howland","PRIAs"
686,"HOW-00191",12.76378845,16.1473064422607,-3.3835179922607,"Steep","Howland","PRIAs"
687,"HOW-00168",41.12205926,22.5539703369141,18.5680889230859,"Steep","Howland","PRIAs"
688,"HOW-00151",38.85465952,23.3729839324951,15.4816755875049,"Steep","Howland","PRIAs"
689,"HOW-00179",9.030401401,8.80513620376587,0.225265197234132,"Shallow","Howland","PRIAs"
690,"HOW-00185",17.09008332,19.1651525497437,-2.0750692297437,"Steep","Howland","PRIAs"
691,"HOW-00163",12.16478837,16.2101421356201,-4.0453537656201,"Steep","Howland","PRIAs"
692,"HOW-00210",43.31174188,26.3865699768066,16.9251719031934,"Steep","Howland","PRIAs"
693,"HOW-00173",10.06887353,10.3541016578674,-0.2852281278674,"Steep","Howland","PRIAs"
694,"HOW-00209",43.77774778,26.3865699768066,17.3911778031934,"Steep","Howland","PRIAs"
695,"HOW-00189",24.90434437,18.6005945205688,6.3037498494312,"Steep","Howland","PRIAs"
696,"HOW-00167",27.57555341,18.6225099563599,8.9530434536401,"Steep","Howland","PRIAs"
697,"HOW-00159",38.61933573,26.4550132751465,12.1643224548535,"Steep","Howland","PRIAs"
698,"HOW-00219",39.01571213,23.3729839324951,15.6427281975049,"Steep","Howland","PRIAs"
699,"HOW-00218",39.02994328,23.3729839324951,15.6569593475049,"Steep","Howland","PRIAs"
700,"HOW-00213",39.19243345,20.8897768656413,18.3026565843587,"Steep","Howland","PRIAs"
701,"HOW-00214",38.83907052,23.8902797698975,14.9487907501025,"Steep","Howland","PRIAs"
702,"HOW-00225",36.91518025,21.5660104751587,15.3491697748413,"Steep","Howland","PRIAs"
703,"HOW-00215",38.57834391,20.5065679550171,18.0717759549829,"Steep","Howland","PRIAs"
704,"HOW-00224",38.47991765,26.4550132751465,12.0249043748535,"Steep","Howland","PRIAs"
705,"HOW-00162",25.43419703,29.8455867767334,-4.4113897467334,"Steep","Howland","PRIAs"
706,"HOW-00176",26.4541173,23.4528684616089,3.0012488383911,"Steep","Howland","PRIAs"
707,"HOW-00216",38.58378912,20.5065679550171,18.0772211649829,"Steep","Howland","PRIAs"
708,"HOW-00212",39.12332502,20.8897768656413,18.2335481543587,"Steep","Howland","PRIAs"
709,"HOW-00175",23.17802168,24.1922931671143,-1.0142714871143,"Steep","Howland","PRIAs"
710,"HOW-00150",26.4898277,16.3663237889608,10.1235039110392,"Steep","Howland","PRIAs"
711,"HOW-00154",21.58515829,16.7897901535034,4.7953681364966,"Steep","Howland","PRIAs"
712,"HOW-00223",37.69094398,26.4550132751465,11.2359307048535,"Steep","Howland","PRIAs"
713,"HOW-00192",21.69499129,23.5722255706787,-1.8772342806787,"Steep","Howland","PRIAs"
714,"HOW-00186",23.48258565,21.9465618133545,1.5360238366455,"Steep","Howland","PRIAs"
715,"HOW-00012",22.83761892,25.163182258606,-2.325563338606,"Steep","Howland","PRIAs"
716,"HOW-00180",24.26663258,13.6655733585358,10.6010592214642,"Steep","Howland","PRIAs"
717,"HOW-00152",41.90982728,19.7995942433675,22.1102330366325,"Steep","Howland","PRIAs"
718,"HOW-00183",42.23797618,22.5539703369141,19.6840058430859,"Steep","Howland","PRIAs"
719,"BAK-00177",14.31334247,24.9325675964355,-10.6192251264355,"Steep","Baker","PRIAs"
720,"BAK-00183",13.98220061,18.3843922615051,-4.4021916515051,"Steep","Baker","PRIAs"
721,"BAK-00151",8.691785605,18.5935230255127,-9.9017374205127,"Shallow","Baker","PRIAs"
722,"BAK-00159",8.352364499,15.3961133956909,-7.0437488966909,"Shallow","Baker","PRIAs"
723,"BAK-00135",4.609554008,19.3232822418213,-14.7137282338213,"Shallow","Baker","PRIAs"
724,"BAK-00181",16.66967951,27.306609471639,-10.636929961639,"Steep","Baker","PRIAs"
725,"BAK-00157",6.824550161,16.716007232666,-9.891457071666,"Shallow","Baker","PRIAs"
726,"BAK-00171",6.170791034,16.4078286488851,-10.2370376148851,"Shallow","Baker","PRIAs"
727,"BAK-00173",7.794938024,16.7423636118571,-8.9474255878571,"Shallow","Baker","PRIAs"
728,"BAK-00161",9.49791231,15.3961133956909,-5.8982010856909,"Shallow","Baker","PRIAs"
729,"BAK-00179",7.182157525,16.5809416770935,-9.3987841520935,"Shallow","Baker","PRIAs"
730,"BAK-00185",13.68451871,16.7423636118571,-3.0578449018571,"Steep","Baker","PRIAs"
731,"BAK-00163",2.628852525,14.2376317977905,-11.6087792727905,"Shallow","Baker","PRIAs"
732,"BAK-00138",35.55018375,22.067084312439,13.483099437561,"Steep","Baker","PRIAs"
733,"BAK-00153",35.03166874,22.067084312439,12.964584427561,"Steep","Baker","PRIAs"
734,"BAK-00230",29.85727543,28.4720783233643,1.3851971066357,"Steep","Baker","PRIAs"
735,"BAK-00232",29.70510825,30.0530481338501,-0.347939883850103,"Steep","Baker","PRIAs"
736,"SWA-00117",39.37327568,23.1334533691406,16.2398223108594,"Steep","Swains","SAMOA"
737,"SWA-00107",38.81732717,25.1223134994507,13.6950136705493,"Steep","Swains","SAMOA"
738,"SWA-00073",38.87934185,25.1223134994507,13.7570283505493,"Steep","Swains","SAMOA"
739,"SWA-00065",38.6287185,25.1223134994507,13.5064050005493,"Steep","Swains","SAMOA"
740,"SWA-00063",38.0590566,26.2807445526123,11.7783120473877,"Steep","Swains","SAMOA"
741,"SWA-00085",38.17153858,23.1518840789795,15.0196545010205,"Steep","Swains","SAMOA"
742,"SWA-00111",40.98167957,24.3887376785278,16.5929418914722,"Steep","Swains","SAMOA"
743,"SWA-00109",38.09783623,24.7163143157959,13.3815219142041,"Steep","Swains","SAMOA"
744,"SWA-00067",39.45647149,22.9329509735107,16.5235205164893,"Steep","Swains","SAMOA"
745,"SWA-00089",40.20074665,22.9329509735107,17.2677956764893,"Steep","Swains","SAMOA"
746,"SWA-00077",41.14555789,22.9329509735107,18.2126069164893,"Steep","Swains","SAMOA"
747,"SWA-00074",39.17213845,23.1334533691406,16.0386850808594,"Steep","Swains","SAMOA"
748,"SWA-00125",41.66711517,23.2996263504028,18.3674888195972,"Steep","Swains","SAMOA"
749,"SWA-00061",42.05179401,23.2996263504028,18.7521676595972,"Steep","Swains","SAMOA"
750,"SWA-00083",42.08019424,20.1786003112793,21.9015939287207,"Steep","Swains","SAMOA"
751,"SWA-00105",40.48371567,21.637087504069,18.846628165931,"Steep","Swains","SAMOA"
752,"SWA-00087",40.61750304,21.637087504069,18.980415535931,"Steep","Swains","SAMOA"
753,"SWA-00108",40.81432853,25.942006111145,14.872322418855,"Steep","Swains","SAMOA"
754,"SWA-00121",41.67016196,27.9321231842041,13.7380387757959,"Steep","Swains","SAMOA"
755,"SWA-00119",41.64562651,25.323070526123,16.322555983877,"Steep","Swains","SAMOA"
756,"SWA-00101",42.03640248,25.323070526123,16.713331953877,"Steep","Swains","SAMOA"
757,"SWA-00079",41.67967487,27.1763877868652,14.5032870831348,"Steep","Swains","SAMOA"
758,"SWA-00081",41.13062823,26.4206523895264,14.7099758404736,"Steep","Swains","SAMOA"
759,"SWA-00064",41.44660409,21.0678164164225,20.3787876735775,"Steep","Swains","SAMOA"
760,"SWA-00129",41.57188951,22.49085521698,19.08103429302,"Steep","Swains","SAMOA"
761,"SWA-00115",40.55705972,17.9889993667603,22.5680603532397,"Steep","Swains","SAMOA"
762,"SWA-00071",40.8164763,19.8922964731852,20.9241798268148,"Steep","Swains","SAMOA"
763,"SWA-00112",41.10296668,19.895400762558,21.207565917442,"Steep","Swains","SAMOA"
764,"SWA-00126",39.96987584,21.0934705734253,18.8764052665747,"Steep","Swains","SAMOA"
765,"SWA-00069",39.49260387,21.3966798782349,18.0959239917651,"Steep","Swains","SAMOA"
766,"SWA-00113",39.62005591,21.3966798782349,18.2233760317651,"Steep","Swains","SAMOA"
767,"SWA-00090",40.54574642,21.0934705734253,19.4522758465747,"Steep","Swains","SAMOA"
768,"SWA-00075",40.82538734,19.895400762558,20.929986577442,"Steep","Swains","SAMOA"
769,"SWA-00123",40.82125234,24.9866682688395,15.8345840711605,"Steep","Swains","SAMOA"
770,"SWA-00122",40.97045153,22.714017868042,18.256433661958,"Steep","Swains","SAMOA"
771,"SWA-00106",40.75707156,25.942006111145,14.815065448855,"Steep","Swains","SAMOA"
772,"SWA-00120",41.52553176,19.7543678283691,21.7711639316309,"Steep","Swains","SAMOA"
773,"SWA-00078",41.14407729,21.5124244689941,19.6316528210059,"Steep","Swains","SAMOA"
774,"TUT-00584",7.469527163,3.99310022592545,3.47642693707455,"Shallow","Tutuila","SAMOA"
775,"TUT-00572",9.326907255,2.03145778179169,7.29544947320831,"Shallow","Tutuila","SAMOA"
776,"TUT-00573",8.753206465,4.19116592407227,4.56204054092773,"Shallow","Tutuila","SAMOA"
777,"TUT-00557",10.00919706,2.37518347799778,7.63401358200222,"Steep","Tutuila","SAMOA"
778,"TUT-00551",13.36492891,3.00714230537415,10.3577866046259,"Steep","Tutuila","SAMOA"
779,"TUT-00513",11.10551208,2.66180005669594,8.44371202330406,"Steep","Tutuila","SAMOA"
780,"TUT-00514",5.371985918,3.65319946408272,1.71878645391728,"Shallow","Tutuila","SAMOA"
781,"TUT-00508",4.727413776,2.31347322463989,2.41394055136011,"Shallow","Tutuila","SAMOA"
782,"TUT-00561",6.558439176,5.25778372585773,1.30065545014227,"Shallow","Tutuila","SAMOA"
783,"TUT-00501",9.041043107,3.99228978157044,5.04875332542956,"Shallow","Tutuila","SAMOA"
784,"TUT-00502",9.110423909,13.4435248374939,-4.3331009284939,"Shallow","Tutuila","SAMOA"
785,"TUT-00610",6.105422988,14.0810038248698,-7.9755808368698,"Shallow","Tutuila","SAMOA"
786,"TUT-00588",13.71466996,3.82162311673164,9.89304684326836,"Steep","Tutuila","SAMOA"
787,"TUT-00504",7.390181554,3.8223021030426,3.5678794509574,"Shallow","Tutuila","SAMOA"
788,"TUT-00515",5.800562255,5.62261790037155,0.17794435462845,"Shallow","Tutuila","SAMOA"
789,"TUT-00542",6.477499624,4.43443544705709,2.04306417694291,"Shallow","Tutuila","SAMOA"
790,"TUT-00506",6.645339564,4.14740248521169,2.49793707878831,"Shallow","Tutuila","SAMOA"
791,"TUT-00556",4.993692566,1.08384490013123,3.90984766586877,"Shallow","Tutuila","SAMOA"
792,"TUT-00527",6.34744679,2.05142951011658,4.29601727988342,"Shallow","Tutuila","SAMOA"
793,"TUT-00526",7.924431674,2.16879969835281,5.75563197564719,"Shallow","Tutuila","SAMOA"
794,"TUT-00536",6.746457044,6.89261102676392,-0.14615398276392,"Shallow","Tutuila","SAMOA"
795,"TUT-00517",8.367302534,4.3054792881012,4.0618232458988,"Shallow","Tutuila","SAMOA"
796,"TUT-00548",3.162521767,0.670935153961182,2.49158661303882,"Shallow","Tutuila","SAMOA"
797,"TUT-00563",5.691753204,1.50181436538696,4.18993883861304,"Shallow","Tutuila","SAMOA"
798,"TUT-00520",5.029508999,6.90816597143809,-1.87865697243809,"Shallow","Tutuila","SAMOA"
799,"TUT-00539",6.869126855,4.22920322418213,2.63992363081787,"Shallow","Tutuila","SAMOA"
800,"TUT-00628",6.473672166,2.72512316703796,3.74854899896204,"Shallow","Tutuila","SAMOA"
801,"TUT-00593",2.513748278,9.5014443397522,-6.9876960617522,"Shallow","Tutuila","SAMOA"
802,"TUT-00595",5.999995102,5.65276491641998,0.34723018558002,"Shallow","Tutuila","SAMOA"
803,"TUT-00505",5.661173134,3.21760511398315,2.44356802001685,"Shallow","Tutuila","SAMOA"
804,"TUT-00562",7.647087457,13.6192893981934,-5.9722019411934,"Shallow","Tutuila","SAMOA"
805,"TUT-00544",8.748927726,10.1859332720439,-1.4370055460439,"Shallow","Tutuila","SAMOA"
806,"TUT-00549",12.7117719,19.7190399169922,-7.0072680169922,"Steep","Tutuila","SAMOA"
807,"TUT-00695",4.248318521,3.99020147323608,0.25811704776392,"Shallow","Tutuila","SAMOA"
808,"TUT-00691",7.329072065,2.33714389801025,4.99192816698975,"Shallow","Tutuila","SAMOA"
809,"TUT-00583",2.84286781,0.558809319511056,2.28405849048894,"Shallow","Tutuila","SAMOA"
810,"TUT-00541",5.313830575,1.98789262771606,3.32593794728394,"Shallow","Tutuila","SAMOA"
811,"TUT-00579",4.905928904,1.95243483781815,2.95349406618185,"Shallow","Tutuila","SAMOA"
812,"TUT-00521",6.007585175,2.69897492726644,3.30861024773356,"Shallow","Tutuila","SAMOA"
813,"TUT-00653",7.617155278,3.02256536483765,4.59458991316235,"Shallow","Tutuila","SAMOA"
814,"TUT-00554",6.258689051,2.85705053806305,3.40163851293695,"Shallow","Tutuila","SAMOA"
815,"TUT-00630",6.770095953,2.58881402015686,4.18128193284314,"Shallow","Tutuila","SAMOA"
816,"TUT-00509",7.844337108,1.87280470132828,5.97153240667172,"Shallow","Tutuila","SAMOA"
817,"TUT-00519",9.828946593,1.35061883926392,8.47832775373608,"Shallow","Tutuila","SAMOA"
818,"TUT-00558",5.03824076,2.15811741352081,2.88012334647919,"Shallow","Tutuila","SAMOA"
819,"TUT-00577",6.608994126,2.12734174728394,4.48165237871606,"Shallow","Tutuila","SAMOA"
820,"TUT-00500",5.868770871,2.6678603887558,3.2009104822442,"Shallow","Tutuila","SAMOA"
821,"TUT-00597",4.963752149,5.3860470354557,-0.4222948864557,"Shallow","Tutuila","SAMOA"
822,"TUT-00568",4.266497565,5.3860470354557,-1.1195494704557,"Shallow","Tutuila","SAMOA"
823,"TUT-00598",5.723720929,1.77783197164536,3.94588895735464,"Shallow","Tutuila","SAMOA"
824,"TUT-00518",4.819693543,1.18126970529556,3.63842383770444,"Shallow","Tutuila","SAMOA"
825,"TUT-00510",2.080266217,4.46306085586548,-2.38279463886548,"Shallow","Tutuila","SAMOA"
826,"TUT-00580",3.637073952,1.48319387435913,2.15388007764087,"Shallow","Tutuila","SAMOA"
827,"TUT-00531",4.550863267,22.2692890167236,-17.7184257497236,"Shallow","Tutuila","SAMOA"
