"METHOD","REGION","OBS_YEAR","ISLAND","PERM_SITE","CLIMATE_STATION_YN","SITE","REEF_ZONE","DEPTH_BIN","SITEVISITID","CCA","CORAL","EMA","HALI","I","MA","SC","SED","TURF","N","new.N","CCA_CORAL","BSR","MISSIONID","DATE_","SEC_NAME","new_MIN_DEPTH_M","new_MAX_DEPTH_M","LATITUDE_LOV","LONGITUDE_LOV","ANALYSIS_YEAR","ANALYSIS_SCHEME","TRANSECT_PHOTOS","EXCLUDE_FLAG","Oceanography","OCC_SITEID"
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00355","Lagoon","Mid",8970,10.4166666666667,40.9722222222222,6.59722222222222,0,1.38888888888889,0,31.25,0.347222222222222,9.02777777777778,300,288,51.3888888888889,5.69230769230769,"HA1501",2015-04-26,"Kingman",16,16.8,6.394286,-162.4414,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00361","Backreef","Mid",9012,1.09489051094891,48.1751824817518,4.37956204379562,0.364963503649635,8.75912408759124,0,0,0,37.2262773722628,300,274,49.2700729927007,1.32352941176471,"HA1501",2015-04-28,"Kingman",13.4,13.6,6.390323,-162.3428,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00364","Backreef","Shallow",9008,22.2614840989399,26.1484098939929,6.36042402826855,0,15.9010600706714,0.353356890459364,2.47349823321555,0,26.5017667844523,310,283,48.4098939929329,1.80263157894737,"HA1501",2015-04-28,"Kingman",4.7,5,6.386725,-162.3448,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00367","Forereef","Deep",8953,7.32600732600733,27.4725274725275,4.02930402930403,4.76190476190476,0,0,27.4725274725275,2.56410256410256,26.3736263736264,300,273,34.7985347985348,1.31944444444444,"HA1501",2015-04-25,"Kingman",19,25.9,6.406274,-162.3446,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00368","Forereef","Deep",8936,5.01930501930502,55.2123552123552,1.93050193050193,2.31660231660232,0,0,3.47490347490348,1.54440154440154,30.5019305019305,300,259,60.2316602316602,1.9746835443038,"HA1501",2015-04-24,"Kingman",17,27,6.37975,-162.3599,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00374","Forereef","Mid",8954,12.9496402877698,51.0791366906475,12.589928057554,1.79856115107914,0,0.359712230215827,16.5467625899281,0,4.67625899280576,300,278,64.0287769784173,12.7142857142857,"HA1501",2015-04-25,"Kingman",12,15.1,6.417756,-162.357,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00375","Forereef","Mid",8938,2.93159609120521,39.7394136807818,1.30293159609121,0,0,0,35.8306188925081,0,20.1954397394137,320,307,42.671009771987,2.11290322580645,"HA1501",2015-04-24,"Kingman",8,9,6.381144,-162.4095,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00376","Forereef","Mid",8939,9.02777777777778,65.625,5.20833333333333,0.694444444444444,0,0,14.5833333333333,0,4.86111111111111,300,288,74.6527777777778,15.3571428571429,"HA1501",2015-04-24,"Kingman",8.3,10.2,6.378959,-162.4183,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00574","Protected Slope","Mid",8973,5.47945205479452,32.8767123287671,6.84931506849315,0.342465753424658,0.342465753424658,0,14.7260273972603,0.684931506849315,38.6986301369863,300,292,38.3561643835616,0.991150442477876,"HA1501",2015-04-26,"Kingman",12.49619,13.71533,6.381415,-162.4518,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00586","Protected Slope","Mid",8985,1.02040816326531,16.6666666666667,2.38095238095238,0.340136054421769,0,0,48.9795918367347,1.02040816326531,29.5918367346939,300,294,17.687074829932,0.597701149425287,"HA1501",2015-04-27,"Kingman",13.71533,14.62969,6.401031,-162.4682,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00588","Protected Slope","Mid",8986,1.3745704467354,37.1134020618557,5.49828178694158,0,0,0,3.09278350515464,0.343642611683849,52.5773195876289,300,291,38.4879725085911,0.73202614379085,"HA1501",2015-04-27,"Kingman",10.05791,10.97226,6.406631,-162.4499,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00599","Protected Slope","Mid",8987,10.6007067137809,52.2968197879859,9.18727915194346,0,0,0,1.76678445229682,0,26.1484098939929,300,283,62.8975265017668,2.40540540540541,"HA1501",2015-04-27,"Kingman",9.143554,10.66748,6.413521,-162.4396,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00610","Protected Slope","Mid",8974,7.29166666666667,37.5,3.47222222222222,0.347222222222222,0,0,20.8333333333333,0.347222222222222,30.2083333333333,300,288,44.7916666666667,1.48275862068966,"HA1501",2015-04-26,"Kingman",14.02012,15.23926,6.382821,-162.4357,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00616","Lagoon","Deep",9003,6.14334470989761,35.8361774744027,7.16723549488055,0.341296928327645,1.02389078498294,0.341296928327645,32.4232081911263,0.68259385665529,16.0409556313993,300,293,41.9795221843003,2.5625,"HA1501",2015-04-28,"Kingman",19.50625,20.72539,6.401298,-162.4505,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",-1,0,"KIN-00062","Lagoon","Mid",8958,26.2773722627737,31.3868613138686,15.6934306569343,1.09489051094891,0.72992700729927,0,1.82481751824817,3.64963503649635,19.3430656934307,300,274,57.6642335766423,2.9811320754717,"HA1501",2015-04-26,"Kingman",14.62968607,14.62968607,6.40213,-162.3857,"2015","RAMP_BASIC","-1",0,1,"OCC-KIN-014"
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00440","Protected Slope","Deep",8994,18.2142857142857,18.2142857142857,15.7142857142857,1.78571428571429,1.78571428571429,0,18.9285714285714,0,25.3571428571429,300,280,36.4285714285714,1.43661971830986,"HA1501",2015-04-28,"Kingman",19.81103,22.5541,6.448944,-162.3993,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00448","Forereef","Deep",8971,7.36842105263158,29.1228070175439,6.31578947368421,6.31578947368421,0.350877192982456,0,29.4736842105263,0,21.0526315789474,300,285,36.4912280701754,1.73333333333333,"HA1501",2015-04-26,"Kingman",20.72539,23.77324,6.396561,-162.3356,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00450","Forereef","Deep",8926,7.90378006872852,21.6494845360825,9.62199312714777,1.71821305841924,0,0.343642611683849,2.74914089347079,2.74914089347079,53.2646048109966,300,291,29.553264604811,0.551282051282051,"HA1501",2015-04-24,"Kingman",20.72539,25.29717,6.379928,-162.4109,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00463","Forereef","Mid",8972,21.1469534050179,39.0681003584229,12.9032258064516,1.0752688172043,0.3584229390681,0,13.6200716845878,0,11.8279569892473,300,279,60.2150537634409,5.09090909090909,"HA1501",2015-04-26,"Kingman",10.97226,13.71533,6.403327,-162.3423,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00474","Forereef","Mid",8927,12.9370629370629,47.9020979020979,13.986013986014,3.14685314685315,0,1.04895104895105,0.699300699300699,0.699300699300699,19.5804195804196,300,286,60.8391608391608,2.94915254237288,"HA1501",2015-04-24,"Kingman",10.36269,13.41055,6.382111,-162.3806,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00477","Forereef","Mid",8976,5.03597122302158,55.7553956834532,3.9568345323741,0.719424460431655,0,0,25.5395683453237,0,8.99280575539568,300,278,60.7913669064748,6.76,"HA1501",2015-04-27,"Kingman",12.19141,13.71533,6.378417,-162.4209,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00480","Forereef","Mid",8928,22.2641509433962,36.6037735849057,7.16981132075472,3.0188679245283,0,0.377358490566038,11.6981132075472,1.13207547169811,17.7358490566038,280,265,58.8679245283019,3.25,"HA1501",2015-04-24,"Kingman",10.36269,11.58183,6.379612,-162.3696,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00488","Forereef","Shallow",8977,38.7323943661972,18.6619718309859,12.3239436619718,0,4.57746478873239,0,10.9154929577465,1.40845070422535,13.3802816901408,300,284,57.3943661971831,4.28947368421053,"HA1501",2015-04-27,"Kingman",5.486132,6.095703,6.415133,-162.3548,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00492","Forereef","Shallow",8929,42.9577464788732,40.1408450704225,2.8169014084507,1.76056338028169,0,1.05633802816901,0,0,11.2676056338028,300,284,83.0985915492958,6.74285714285714,"HA1501",2015-04-24,"Kingman",3.657422,5.181347,6.381756,-162.3757,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00548","Protected Slope","Deep",8975,9.34256055363322,57.439446366782,5.19031141868512,2.42214532871972,2.7681660899654,0.69204152249135,4.1522491349481,0,17.9930795847751,300,289,66.7820069204152,3.57407407407407,"HA1501",2015-04-27,"Kingman",21.94453,22.85888,6.391167,-162.4797,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00556","Protected Slope","Deep",8984,1.38888888888889,42.0138888888889,4.51388888888889,0,1.04166666666667,0,23.9583333333333,4.16666666666667,22.9166666666667,300,288,43.4027777777778,1.89393939393939,"HA1501",2015-04-27,"Kingman",19.50625,21.33496,6.409116,-162.4572,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00430","Forereef","Deep",8866,4.89510489510489,46.1538461538462,9.44055944055944,0.34965034965035,0,0,33.2167832167832,0,5.94405594405594,300,286,51.0489510489511,8.58823529411765,"HA1501",2015-04-18,"Palmyra",18.9,22,5.873855,-162.163,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00432","Forereef","Deep",8862,3.69127516778524,16.4429530201342,4.69798657718121,0,0,0.335570469798658,11.0738255033557,8.38926174496644,55.3691275167785,300,298,20.1342281879195,0.36144578313253,"HA1501",2015-04-18,"Palmyra",20.5,21,5.87858,-162.1574,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00434","Forereef","Deep",8871,13.1487889273356,22.8373702422145,4.49826989619377,1.73010380622837,0,0.346020761245675,4.1522491349481,28.0276816608997,25.2595155709343,300,289,35.9861591695502,1.40540540540541,"HA1501",2015-04-19,"Palmyra",24,25.3,5.876153,-162.1435,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00436","Forereef","Deep",8858,15.0537634408602,46.2365591397849,13.2616487455197,2.5089605734767,0,0,0.3584229390681,0.716845878136201,21.8637992831541,300,279,61.2903225806452,2.80327868852459,"HA1501",2015-04-18,"Palmyra",21,23,5.868595,-162.1364,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00437","Forereef","Deep",8822,9.12280701754386,16.4912280701754,11.9298245614035,3.85964912280702,0,0.701754385964912,36.8421052631579,0.701754385964912,20.3508771929825,300,285,25.6140350877193,1.21666666666667,"HA1501",2015-04-16,"Palmyra",19,24,5.880033,-162.0231,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00438","Forereef","Deep",8896,7.3943661971831,39.0845070422535,9.50704225352113,2.8169014084507,0,0,1.40845070422535,0,39.7887323943662,300,284,46.4788732394366,1.16814159292035,"HA1501",2015-04-20,"Palmyra",21.6,22,5.876522,-162.1496,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00440","Forereef","Deep",8805,5.5363321799308,27.681660899654,8.30449826989619,0.346020761245675,0,0.346020761245675,47.0588235294118,1.03806228373702,9.68858131487889,300,289,33.2179930795848,3.31034482758621,"HA1501",2015-04-15,"Palmyra",21.3,25,5.874997,-162.0007,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00623","Lagoon","Deep",9002,16.0409556313993,3.7542662116041,9.89761092150171,0.341296928327645,0,0,0.341296928327645,0.341296928327645,69.2832764505119,300,293,19.7952218430034,0.285714285714286,"HA1501",2015-04-28,"Kingman",20.72539,23.77324,6.435254,-162.4167,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00652","Protected Slope","Mid",9004,22.9452054794521,34.2465753424658,23.972602739726,0.684931506849315,2.05479452054794,0.342465753424658,1.36986301369863,0,14.3835616438356,300,292,57.1917808219178,3.88372093023256,"HA1501",2015-04-28,"Kingman",10.66748,13.71533,6.411005,-162.4396,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Kingman",0,0,"KIN-00662","Lagoon","Mid",9010,26.9230769230769,53.8461538461538,7.69230769230769,1.04895104895105,2.0979020979021,0.34965034965035,0.34965034965035,0,7.69230769230769,300,286,80.7692307692308,10.0434782608696,"HA1501",2015-04-28,"Kingman",6.7,8.3,6.389517,-162.3597,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",-1,0,"PAL-00001","Forereef","Mid",8850,36.1702127659575,8.51063829787234,23.4042553191489,4.60992907801418,2.12765957446809,0.354609929078014,2.12765957446809,1.41843971631206,21.2765957446809,300,282,44.6808510638298,2.0655737704918,"HA1501",2015-04-17,"Palmyra",12,16,5.86778,-162.0689,"2015","RAMP_BASIC","-1",0,1,NA
"CNET","PRIAs",2015,"Palmyra",-1,0,"PAL-00005","Forereef","Mid",8831,20.1342281879195,17.7852348993289,6.71140939597315,0.335570469798658,0,0,31.5436241610738,10.738255033557,12.751677852349,310,298,37.9194630872483,2.97368421052632,"HA1501",2015-04-16,"Palmyra",13,17,5.8956,-162.1379,"2015","RAMP_BASIC","-1",0,1,NA
"CNET","PRIAs",2015,"Palmyra",-1,0,"PAL-00012","Forereef","Mid",8830,12.9963898916967,26.3537906137184,10.1083032490975,0.36101083032491,0,0,37.9061371841155,2.16606498194946,10.1083032490975,300,277,39.3501805054152,3.89285714285714,"HA1501",2015-04-16,"Palmyra",13,16,5.89737,-162.108,"2015","RAMP_BASIC","-1",0,1,NA
"CNET","PRIAs",2015,"Palmyra",-1,0,"PAL-00017","Forereef","Deep",9016,21.3286713286713,36.013986013986,23.4265734265734,2.0979020979021,0,0.34965034965035,1.04895104895105,3.84615384615385,11.8881118881119,320,286,57.3426573426573,4.68571428571429,"HA1501",2015-04-20,"Palmyra",18,20,5.87545,-162.1392,"2015","RAMP_BASIC","-1",0,1,NA
"CNET","PRIAs",2015,"Palmyra",-1,0,"PAL-00019","Forereef","Mid",8851,19.8581560283688,39.0070921985816,15.2482269503546,4.25531914893617,0,0,3.19148936170213,3.54609929078014,14.8936170212766,300,282,58.8652482269503,3.95238095238095,"HA1501",2015-04-17,"Palmyra",13,16,5.8664,-162.11,"2015","RAMP_BASIC","-1",0,1,"OCC-PAL-014"
"CNET","PRIAs",2015,"Palmyra",-1,0,"PAL-00021","Forereef","Mid",8832,21.9512195121951,11.1498257839721,14.2857142857143,2.78745644599303,0.348432055749129,0,24.390243902439,3.48432055749129,21.602787456446,300,287,33.1010452961672,1.53225806451613,"HA1501",2015-04-16,"Palmyra",12,15,5.89565,-162.0861,"2015","RAMP_BASIC","-1",0,1,NA
"CNET","PRIAs",2015,"Palmyra",-1,-1,"PAL-00025","Forereef","Mid",8810,11.1913357400722,25.2707581227437,11.913357400722,0.72202166064982,0,0,44.4043321299639,0,6.49819494584837,300,277,36.4620938628159,5.61111111111111,"HA1501",2015-04-15,"Palmyra",15.23926,15.23926,5.86379,-162.0318,"2015","RAMP_BASIC","-1",0,1,"OCC-PAL-008"
"CNET","PRIAs",2015,"Palmyra",-1,0,"PAL-00026","Forereef","Mid",8852,16.3763066202091,29.2682926829268,22.6480836236934,0.696864111498258,1.04529616724739,1.04529616724739,1.74216027874564,6.62020905923345,20.5574912891986,300,287,45.6445993031359,2.11290322580645,"HA1501",2015-04-18,"Palmyra",14,16,5.86397,-162.1269,"2015","RAMP_BASIC","-1",0,1,"OCC-PAL-015"
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00464","Forereef","Deep",8799,4.81481481481481,47.4074074074074,5.18518518518519,2.59259259259259,0,0.37037037037037,10.3703703703704,0,29.2592592592593,300,270,52.2222222222222,1.7625,"HA1501",2015-04-15,"Palmyra",21,28.2,5.870216,-162.0007,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00465","Forereef","Deep",8899,4.63576158940397,34.4370860927152,8.60927152317881,0,0,0.662251655629139,16.2251655629139,0.662251655629139,34.7682119205298,320,302,39.0728476821192,1.10280373831776,"HA1501",2015-04-20,"Palmyra",18.5,19.3,5.886521,-162.156,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00466","Forereef","Deep",8803,8.11808118081181,56.8265682656827,16.9741697416974,0.738007380073801,0,0,10.7011070110701,0,6.64206642066421,300,271,64.9446494464945,9.77777777777778,"HA1501",2015-04-15,"Palmyra",19.2,21.7,5.872712,-162.0001,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00469","Forereef","Deep",8875,26.5734265734266,16.0839160839161,12.9370629370629,0.34965034965035,0,0,2.44755244755245,7.69230769230769,33.9160839160839,300,286,42.6573426573427,1.25773195876289,"HA1501",2015-04-19,"Palmyra",20,20.1,5.872497,-162.1356,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00471","Forereef","Deep",8897,11.0738255033557,41.6107382550336,4.36241610738255,0,0,0,2.3489932885906,0,40.6040268456376,320,298,52.6845637583893,1.29752066115702,"HA1501",2015-04-20,"Palmyra",19.4,20.3,5.88074,-162.1514,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00474","Forereef","Deep",8898,8.65051903114187,37.0242214532872,5.88235294117647,1.03806228373702,0,0.346020761245675,6.57439446366782,13.4948096885813,26.9896193771626,300,289,45.6747404844291,1.67088607594937,"HA1501",2015-04-20,"Palmyra",25.3,26,5.884283,-162.1509,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00442","Forereef","Deep",8864,1.02389078498294,39.9317406143345,3.41296928327645,1.02389078498294,0.341296928327645,0,29.3515358361775,0.341296928327645,24.5733788395904,300,293,40.9556313993174,1.66666666666667,"HA1501",2015-04-18,"Palmyra",21,23.2,5.8889,-162.1643,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00444","Forereef","Deep",8821,13.1868131868132,15.3846153846154,13.5531135531136,10.2564102564103,0,0,27.1062271062271,0.366300366300366,20.1465201465201,300,273,28.5714285714286,1.41818181818182,"HA1501",2015-04-16,"Palmyra",20,28.3,5.880539,-162.0257,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00446","Forereef","Deep",8925,19.1637630662021,42.8571428571429,9.40766550522648,0.348432055749129,0,0,13.2404181184669,1.04529616724739,13.9372822299652,300,287,62.0209059233449,4.45,"HA1501",2015-04-22,"Palmyra",19.9,20,5.875315,-162.152,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00447","Forereef","Deep",8883,25.2788104089219,30.4832713754647,26.3940520446097,0.371747211895911,0,0.743494423791822,0.371747211895911,0.743494423791822,15.6133828996283,300,269,55.7620817843866,3.40909090909091,"HA1501",2015-04-20,"Palmyra",22.3,24.4,5.884778,-162.1446,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00448","Forereef","Deep",8877,12.9032258064516,27.2401433691756,7.16845878136201,2.1505376344086,0,0.3584229390681,8.96057347670251,12.1863799283154,29.0322580645161,300,279,40.1433691756272,1.36585365853659,"HA1501",2015-04-19,"Palmyra",24.5,24.6,5.867935,-162.1342,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00450","Forereef","Deep",8919,16.7832167832168,22.3776223776224,13.6363636363636,0.34965034965035,0,0.34965034965035,3.4965034965035,1.74825174825175,41.2587412587413,290,286,39.1608391608392,0.941176470588235,"HA1501",2015-04-22,"Palmyra",20.4,20.7,5.874235,-162.1487,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00451","Forereef","Mid",8824,5.78231292517007,48.2993197278912,5.78231292517007,0,0,0.340136054421769,2.04081632653061,0.340136054421769,37.4149659863946,300,294,54.0816326530612,1.43243243243243,"HA1501",2015-04-16,"Palmyra",12.8,13.6,5.872933,-162.0033,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00452","Forereef","Deep",8885,21.8855218855219,42.0875420875421,21.5488215488215,3.7037037037037,0,0.336700336700337,0.336700336700337,0,10.1010101010101,310,297,63.973063973064,6.12903225806452,"HA1501",2015-04-20,"Palmyra",23,23.5,5.889903,-162.1365,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00454","Forereef","Deep",8907,9.12280701754386,35.7894736842105,6.31578947368421,1.05263157894737,0,0,41.4035087719298,0,6.31578947368421,300,285,44.9122807017544,7.11111111111111,"HA1501",2015-04-21,"Palmyra",21.7,22,5.891898,-162.1595,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00455","Forereef","Deep",8801,7.71929824561404,35.4385964912281,4.56140350877193,0.701754385964912,0,0,34.0350877192982,0.350877192982456,17.1929824561404,300,285,43.1578947368421,2.51020408163265,"HA1501",2015-04-15,"Palmyra",20,26,5.864202,-162.035,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00458","Forereef","Deep",8924,16.9014084507042,39.7887323943662,25,1.76056338028169,0,2.46478873239437,2.8169014084507,0.352112676056338,10.9154929577465,300,284,56.6901408450704,4.23684210526316,"HA1501",2015-04-22,"Palmyra",24,25.2,5.873158,-162.143,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00475","Forereef","Deep",8869,7.26643598615917,25.2595155709343,12.1107266435986,0.69204152249135,0,0.346020761245675,49.1349480968858,0.346020761245675,4.84429065743945,300,289,32.5259515570934,6.26666666666667,"HA1501",2015-04-19,"Palmyra",20.7,22.6,5.872187,-162.1538,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00492","Forereef","Mid",8908,37.0106761565836,33.4519572953737,8.89679715302491,2.84697508896797,3.91459074733096,1.42348754448399,2.49110320284698,1.77935943060498,8.18505338078292,300,281,70.4626334519573,7.33333333333333,"HA1501",2015-04-21,"Palmyra",10.6,13,5.888009,-162.132,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00493","Forereef","Shallow",8886,21.9512195121951,41.1149825783972,20.9059233449477,6.27177700348432,0.348432055749129,0.348432055749129,0,0,9.05923344947735,300,287,63.0662020905923,6.7037037037037,"HA1501",2015-04-20,"Palmyra",5.4,5.8,5.882977,-162.126,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00495","Forereef","Deep",8873,5.46075085324232,56.6552901023891,5.46075085324232,0.68259385665529,0,0.68259385665529,14.6757679180887,1.36518771331058,15.0170648464164,300,293,62.1160409556314,3.95652173913043,"HA1501",2015-04-19,"Palmyra",18,23.5,5.860761,-162.1283,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00499","Forereef","Mid",8841,19.7231833910035,30.7958477508651,5.88235294117647,2.7681660899654,0.346020761245675,0,5.88235294117647,3.80622837370242,30.7958477508651,300,289,50.5190311418685,1.64044943820225,"HA1501",2015-04-17,"Palmyra",9.7,13.8,5.895444,-162.0869,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00501","Forereef","Mid",8800,7.90378006872852,55.3264604810997,5.84192439862543,1.71821305841924,0.343642611683849,0.687285223367698,2.40549828178694,0,25.7731958762887,300,291,63.2302405498282,2.38961038961039,"HA1501",2015-04-15,"Palmyra",11,14,5.868442,-162.0056,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00505","Forereef","Mid",8859,3.43642611683849,29.2096219931272,3.09278350515464,1.03092783505155,0,0,2.06185567010309,6.18556701030928,54.9828178694158,300,291,32.6460481099656,0.59375,"HA1501",2015-04-18,"Palmyra",14.4,15.1,5.868855,-162.1425,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00508","Forereef","Mid",8878,33.210332103321,20.2952029520295,21.4022140221402,8.11808118081181,4.7970479704797,1.4760147601476,0,0,10.7011070110701,290,271,53.5055350553505,4.39393939393939,"HA1501",2015-04-19,"Palmyra",9,9,5.875957,-162.1263,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00476","Forereef","Deep",8906,14.9253731343284,25,5.59701492537313,1.86567164179104,0,0.746268656716418,2.61194029850746,20.1492537313433,29.1044776119403,290,268,39.9253731343284,1.3375,"HA1501",2015-04-21,"Palmyra",22.6,23.5,5.887253,-162.1406,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00477","Forereef","Mid",8872,25.5244755244755,25.5244755244755,17.1328671328671,1.74825174825175,0,0,0.699300699300699,5.59440559440559,23.7762237762238,300,286,51.0489510489511,2.14705882352941,"HA1501",2015-04-19,"Palmyra",17.1,17.5,5.877641,-162.1408,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00480","Forereef","Mid",8827,20.8904109589041,12.3287671232877,13.6986301369863,0,0,0,0,0,53.0821917808219,300,292,33.2191780821918,0.625806451612903,"HA1501",2015-04-16,"Palmyra",10,10.2,5.864132,-162.0251,"2015","RAMP_BASIC","-1",0,0,NA
"CNET","PRIAs",2015,"Palmyra",0,0,"PAL-00482","Forereef","Mid",8912,44.1077441077441,4.04040404040404,8.08080808080808,0,0,0,0.336700336700337,9.42760942760943,34.006734006734,300,297,48.1481481481481,1.41584158415842,"HA1501",2015-04-21,"Palmyra",15.8,16,5.868135,-162.1295,"2015","RAMP_BASIC","-1",0,0,NA
